Time,Currency,Event,Forecast,Actual,Previous
16/11/2023 14:10,USD,FOMC Member Barr Speaks,unknown,unknown,unknown
16/11/2023 15:15,CAD,Housing Starts,255K,275K,271K
16/11/2023 15:30,USD,Unemployment Claims,221K,231K,218K
16/11/2023 15:30,USD,Philly Fed Manufacturing Index,-10.4,-5.9,-9.0
16/11/2023 15:30,USD,Import Prices m/m,-0.3%,-0.8%,0.4%
16/11/2023 16:15,USD,Industrial Production m/m,-0.4%,-0.6%,0.1%
16/11/2023 16:15,USD,Capacity Utilization Rate,79.4%,78.9%,79.5%
16/11/2023 16:25,USD,FOMC Member Williams Speaks,unknown,unknown,unknown
16/11/2023 17:00,USD,NAHB Housing Market Index,40,34,40
16/11/2023 17:00,USD,Natural Gas Storage,unknown,-6B,79B
16/11/2023 17:30,USD,FOMC Member Waller Speaks,unknown,unknown,unknown
16/11/2023 17:30,USD,Natural Gas Storage,38B,60B,-6B
16/11/2023 17:35,USD,FOMC Member Barr Speaks,unknown,unknown,unknown
16/11/2023 17:45,GBP,MPC Member Ramsden Speaks,unknown,unknown,unknown
16/11/2023 07:00,USD,FOMC Member Cook Speaks,unknown,unknown,unknown
16/11/2023 23:00,USD,TIC Long-Term Purchases,89.4B,-1.7B,62.2B
16/11/2023 23:45,NZD,PPI Input q/q,0.2%,1.2%,-0.2%
16/11/2023 23:45,NZD,PPI Output q/q,0.4%,0.8%,0.2%
17/11/2023 09:00,GBP,Retail Sales m/m,0.5%,-0.3%,-1.1%
17/11/2023 10:30,EUR,ECB President Lagarde Speaks,unknown,unknown,unknown
17/11/2023 11:00,EUR,Current Account,20.3B,31.2B,30.8B
17/11/2023 11:20,CNY,Foreign Direct Investment ytd/y,unknown,-9.4%,-8.4%
17/11/2023 12:00,EUR,Final Core CPI y/y,4.2%,4.2%,4.2%
17/11/2023 12:00,EUR,Final CPI y/y,2.9%,2.9%,2.9%
17/11/2023 15:00,EUR,German Buba President Nagel Speaks,unknown,unknown,unknown
17/11/2023 15:00,GBP,MPC Member Ramsden Speaks,unknown,unknown,unknown
17/11/2023 15:15,GBP,MPC Member Greene Speaks,unknown,unknown,unknown
17/11/2023 15:30,CAD,Foreign Securities Purchases,-6.84B,-15.09B,-8.77B
17/11/2023 15:30,CAD,IPPI m/m,0.2%,-1.0%,0.4%
17/11/2023 15:30,CAD,RMPI m/m,-2.0%,-2.5%,3.9%
17/11/2023 15:30,USD,Building Permits,1.45M,1.49M,1.47M
17/11/2023 15:30,USD,Housing Starts,1.35M,1.37M,1.35M
17/11/2023 16:45,USD,FOMC Member Goolsbee Speaks,unknown,unknown,unknown
18/11/2023 11:00,CHF,SNB Chairman Jordan Speaks,unknown,unknown,unknown
20/11/2023 03:15,CNY,1-y Loan Prime Rate,3.45%,3.45%,3.45%
20/11/2023 03:15,CNY,5-y Loan Prime Rate,4.20%,4.20%,4.20%
20/11/2023 09:00,EUR,German PPI m/m,0.0%,-0.1%,-0.2%
20/11/2023 13:00,EUR,German Buba Monthly Report,unknown,unknown,unknown
20/11/2023 16:00,GBP,BOE Quarterly Bulletin,unknown,unknown,unknown
20/11/2023 17:00,USD,CB Leading Index m/m,-0.5%,-0.8%,-0.7%
20/11/2023 17:30,AUD,CB Leading Index m/m,unknown,-0.3%,-0.3%
20/11/2023 20:45,GBP,BOE Gov Bailey Speaks,unknown,unknown,unknown
20/11/2023 23:45,NZD,Trade Balance,-1150M,-1709M,-2425M
21/11/2023 01:00,AUD,RBA Gov Bullock Speaks,unknown,unknown,unknown
21/11/2023 02:30,AUD,Monetary Policy Meeting Minutes,unknown,unknown,unknown
21/11/2023 04:05,NZD,Credit Card Spending y/y,unknown,-2.9%,2.8%
21/11/2023 09:00,CHF,Trade Balance,5.87B,4.60B,6.28B
21/11/2023 09:00,GBP,Public Sector Net Borrowing,16.8B,14.0B,13.7B
21/11/2023 12:15,GBP,Monetary Policy Report Hearings,unknown,unknown,unknown
21/11/2023 15:30,CAD,CPI m/m,0.1%,0.1%,-0.1%
21/11/2023 15:30,CAD,Median CPI y/y,3.6%,3.6%,3.9%
21/11/2023 15:30,CAD,Trimmed CPI y/y,3.6%,3.5%,3.7%
21/11/2023 15:30,CAD,Common CPI y/y,4.3%,4.2%,4.4%
21/11/2023 15:30,CAD,NHPI m/m,0.0%,0.0%,-0.2%
21/11/2023 15:32,CAD,Core CPI m/m,unknown,0.3%,-0.1%
21/11/2023 16:23,NZD,GDT Price Index,unknown,0.0%,-0.7%
21/11/2023 17:00,USD,Existing Home Sales,3.90M,3.79M,3.95M
21/11/2023 18:15,EUR,ECB President Lagarde Speaks,unknown,unknown,unknown
21/11/2023 21:00,USD,FOMC Meeting Minutes,unknown,unknown,unknown
21/11/2023 22:00,USD,Treasury Sec Yellen Speaks,unknown,unknown,unknown
22/11/2023 01:30,AUD,MI Leading Index m/m,unknown,0.0%,0.1%
22/11/2023 10:35,AUD,RBA Gov Bullock Speaks,unknown,unknown,unknown
22/11/2023 11:00,EUR,ECB Financial Stability Review,unknown,unknown,unknown
22/11/2023 00:00,EUR,Dutch Parliamentary Election,unknown,unknown,unknown
22/11/2023 13:00,GBP,CBI Industrial Order Expectations,-25,-35,-26
22/11/2023 14:35,GBP,Autumn Forecast Statement,unknown,unknown,unknown
22/11/2023 15:30,USD,Unemployment Claims,226K,209K,233K
22/11/2023 15:30,USD,Core Durable Goods Orders m/m,0.2%,0.0%,0.4%
22/11/2023 15:30,USD,Durable Goods Orders m/m,-3.2%,-5.4%,4.6%
22/11/2023 17:00,EUR,Consumer Confidence,-18,-17,-18
22/11/2023 17:00,USD,Revised UoM Consumer Sentiment,61.1,61.3,60.4
22/11/2023 17:00,USD,Revised UoM Inflation Expectations,unknown,4.5%,4.4%
22/11/2023 17:30,USD,Crude Oil Inventories,0.9M,8.7M,3.6M
22/11/2023 18:00,EUR,German Buba President Nagel Speaks,unknown,unknown,unknown
22/11/2023 18:30,CAD,BOC Gov Macklem Speaks,unknown,unknown,unknown
22/11/2023 07:00,USD,Natural Gas Storage,1B,-7B,60B
23/11/2023 00:00,AUD,Flash Manufacturing PMI,unknown,47.7,48.2
23/11/2023 00:00,AUD,Flash Services PMI,unknown,46.3,47.9
22/11/2023 00:00,JPY,Bank Holiday,unknown,unknown,unknown
23/11/2023 10:15,EUR,French Flash Manufacturing PMI,43.2,42.6,42.8
23/11/2023 10:15,EUR,French Flash Services PMI,45.6,45.3,45.2
23/11/2023 10:30,EUR,German Flash Manufacturing PMI,41.1,42.3,40.8
23/11/2023 10:30,EUR,German Flash Services PMI,48.4,48.7,48.2
23/11/2023 11:00,EUR,Flash Manufacturing PMI,43.3,43.8,43.1
23/11/2023 11:00,EUR,Flash Services PMI,48.0,48.2,47.8
23/11/2023 11:30,GBP,Flash Manufacturing PMI,45.0,46.7,44.8
23/11/2023 11:30,GBP,Flash Services PMI,49.5,50.5,49.5
23/11/2023 14:30,EUR,ECB Monetary Policy Meeting Accounts,unknown,unknown,unknown
23/11/2023 00:00,USD,Bank Holiday,unknown,unknown,unknown
23/11/2023 15:30,CAD,Corporate Profits q/q,unknown,4.7%,-2.0%
23/11/2023 23:45,NZD,Retail Sales q/q,-0.8%,0.0%,-0.9%
23/11/2023 23:45,NZD,Core Retail Sales q/q,-1.5%,1.0%,-1.6%
24/11/2023 01:30,JPY,National Core CPI y/y,3.0%,2.9%,2.8%
24/11/2023 02:01,GBP,GfK Consumer Confidence,-28,-24,-30
24/11/2023 02:30,JPY,Flash Manufacturing PMI,48.8,48.1,48.7
24/11/2023 09:00,EUR,German Final GDP q/q,-0.1%,-0.1%,-0.1%
24/11/2023 11:00,EUR,German ifo Business Climate,87.5,87.3,86.9
24/11/2023 11:00,EUR,German Buba President Nagel Speaks,unknown,unknown,unknown
24/11/2023 12:00,EUR,ECB President Lagarde Speaks,unknown,unknown,unknown
24/11/2023 15:30,CAD,Core Retail Sales m/m,-0.3%,0.2%,0.2%
24/11/2023 15:30,CAD,Retail Sales m/m,0.0%,0.6%,-0.1%
24/11/2023 16:00,EUR,Belgian NBB Business Climate,-15.0,-15.0,-16.8
24/11/2023 16:45,USD,Flash Manufacturing PMI,49.9,49.4,50.0
24/11/2023 16:45,USD,Flash Services PMI,50.4,50.8,50.6
25/11/2023 13:15,EUR,German Buba President Nagel Speaks,unknown,unknown,unknown
27/11/2023 01:50,JPY,SPPI y/y,2.1%,2.3%,2.0%
27/11/2023 13:00,GBP,CBI Realized Sales,-30,-11,-36
27/11/2023 16:00,EUR,ECB President Lagarde Speaks,unknown,unknown,unknown
27/11/2023 17:00,USD,New Home Sales,724K,679K,719K
28/11/2023 02:01,GBP,BRC Shop Price Index y/y,unknown,4.3%,5.2%
28/11/2023 02:30,AUD,Retail Sales m/m,0.1%,-0.2%,0.9%
28/11/2023 03:18,AUD,RBA Gov Bullock Speaks,unknown,unknown,unknown
28/11/2023 03:18,GBP,MPC Member Ramsden Speaks,unknown,unknown,unknown
28/11/2023 19:00,JPY,BOJ Core CPI y/y,3.4%,3.0%,3.4%
28/11/2023 09:00,EUR,German GfK Consumer Climate,-28.2,-27.8,-28.3
28/11/2023 10:00,EUR,German Buba President Nagel Speaks,unknown,unknown,unknown
28/11/2023 11:00,EUR,M3 Money Supply y/y,-0.9%,-1.0%,-1.2%
28/11/2023 11:00,EUR,Private Loans y/y,0.7%,0.6%,0.8%
28/11/2023 12:03,GBP,30-y Bond Auction,unknown,4.66|2.3,4.93|2.6
28/11/2023 16:00,CNY,CB Leading Index m/m,unknown,-0.1%,-0.3%
28/11/2023 16:00,USD,S&P/CS Composite-20 HPI y/y,4.0%,3.9%,2.1%
28/11/2023 16:00,USD,HPI m/m,0.4%,0.6%,0.7%
28/11/2023 16:59,USD,Richmond Manufacturing Index,unknown,-5,unknown
28/11/2023 17:00,USD,CB Consumer Confidence,101.0,102.0,99.1
28/11/2023 17:00,USD,FOMC Member Goolsbee Speaks,unknown,unknown,unknown
28/11/2023 17:05,USD,FOMC Member Waller Speaks,unknown,unknown,unknown
28/11/2023 17:45,USD,FOMC Member Bowman Speaks,unknown,unknown,unknown
28/11/2023 18:00,EUR,ECB President Lagarde Speaks,unknown,unknown,unknown
28/11/2023 07:00,GBP,MPC Member Haskel Speaks,unknown,unknown,unknown
28/11/2023 20:05,USD,FOMC Member Barr Speaks,unknown,unknown,unknown
28/11/2023 22:30,USD,FOMC Member Barr Speaks,unknown,unknown,unknown
29/11/2023 02:30,AUD,CPI y/y,5.2%,4.9%,5.6%
29/11/2023 02:30,AUD,Construction Work Done q/q,0.3%,1.3%,2.0%
29/11/2023 03:00,NZD,Official Cash Rate,5.50%,5.50%,5.50%
29/11/2023 03:00,NZD,RBNZ Monetary Policy Statement,unknown,unknown,unknown
29/11/2023 03:00,NZD,RBNZ Rate Statement,unknown,unknown,unknown
29/11/2023 04:00,NZD,RBNZ Press Conference,unknown,unknown,unknown
29/11/2023 08:30,EUR,French Final Private Payrolls q/q,-0.1%,0.1%,-0.1%
29/11/2023 09:00,EUR,German Import Prices m/m,-0.3%,0.3%,1.6%
29/11/2023 00:00,EUR,German Prelim CPI m/m,-0.1%,-0.4%,0.0%
29/11/2023 10:00,EUR,Spanish Flash CPI y/y,3.6%,3.2%,3.5%
29/11/2023 11:00,CHF,UBS Economic Expectations,unknown,-29.6,-37.8
29/11/2023 11:30,GBP,M4 Money Supply m/m,-0.2%,0.3%,-1.1%
29/11/2023 11:30,GBP,Mortgage Approvals,45K,47K,44K
29/11/2023 11:30,GBP,Net Lending to Individuals m/m,1.2B,1.2B,0.4B
29/11/2023 12:15,EUR,Italian 10-y Bond Auction,unknown,4.17|1.4,4.76|1.3
29/11/2023 12:35,EUR,German 10-y Bond Auction,unknown,2.45|1.7,2.64|2.5
29/11/2023 15:30,CAD,Current Account,0.7B,-3.2B,-7.3B
29/11/2023 15:30,USD,Prelim GDP q/q,5.0%,5.2%,4.9%
29/11/2023 15:30,USD,Prelim GDP Price Index q/q,3.5%,3.6%,3.5%
29/11/2023 15:30,USD,Goods Trade Balance,-86.4B,-89.8B,-86.8B
29/11/2023 15:30,USD,Prelim Wholesale Inventories m/m,0.1%,-0.2%,0.2%
29/11/2023 17:05,GBP,BOE Gov Bailey Speaks,unknown,unknown,unknown
29/11/2023 17:30,USD,Crude Oil Inventories,-0.1M,1.6M,8.7M
29/11/2023 21:00,USD,Beige Book,unknown,unknown,unknown
29/11/2023 23:45,NZD,Building Consents m/m,unknown,8.7%,-4.6%
30/11/2023 01:50,JPY,Prelim Industrial Production m/m,0.7%,1.0%,0.5%
30/11/2023 01:50,JPY,Retail Sales y/y,5.9%,4.2%,6.3%
30/11/2023 02:00,NZD,ANZ Business Confidence,unknown,30.8,23.4
30/11/2023 02:30,AUD,Building Approvals m/m,1.5%,7.5%,-4.0%
30/11/2023 02:30,AUD,Private Capital Expenditure q/q,1.0%,0.6%,3.4%
30/11/2023 02:30,AUD,Private Sector Credit m/m,0.4%,0.3%,0.5%
30/11/2023 03:30,CNY,Manufacturing PMI,49.8,49.4,49.5
30/11/2023 03:30,CNY,Non-Manufacturing PMI,50.9,50.2,50.6
30/11/2023 19:00,JPY,Consumer Confidence,35.6,36.1,35.7
30/11/2023 19:00,JPY,Housing Starts y/y,-7.0%,-6.3%,-6.8%
30/11/2023 09:00,EUR,German Retail Sales m/m,0.3%,1.1%,-0.1%
30/11/2023 09:30,CHF,Retail Sales y/y,0.2%,-0.1%,-1.2%
30/11/2023 09:45,EUR,French Consumer Spending m/m,-0.1%,-0.9%,0.0%
30/11/2023 09:45,EUR,French Prelim CPI m/m,0.1%,-0.2%,0.1%
30/11/2023 09:45,EUR,French Prelim GDP q/q,0.1%,-0.1%,0.1%
30/11/2023 10:00,CHF,KOF Economic Barometer,96.3,96.7,95.1
30/11/2023 10:55,EUR,German Unemployment Change,21K,22K,31K
30/11/2023 11:00,EUR,Italian Monthly Unemployment Rate,7.4%,7.8%,7.6%
30/11/2023 12:00,EUR,Core CPI Flash Estimate y/y,3.9%,3.6%,4.2%
30/11/2023 12:00,EUR,CPI Flash Estimate y/y,2.7%,2.4%,2.9%
30/11/2023 12:00,EUR,Italian Prelim CPI m/m,-0.2%,-0.4%,-0.2%
30/11/2023 12:00,EUR,Unemployment Rate,6.5%,6.5%,6.5%
30/11/2023 00:00,All,OPEC-JMMC Meetings,unknown,unknown,unknown
30/11/2023 15:30,CAD,GDP m/m,0.0%,0.1%,0.0%
30/11/2023 15:30,EUR,ECB President Lagarde Speaks,unknown,unknown,unknown
30/11/2023 15:30,USD,Core PCE Price Index m/m,0.2%,0.2%,0.3%
30/11/2023 15:30,USD,Unemployment Claims,219K,218K,211K
30/11/2023 15:30,USD,Personal Income m/m,0.2%,0.2%,0.4%
30/11/2023 15:30,USD,Personal Spending m/m,0.2%,0.2%,0.7%
30/11/2023 16:15,USD,FOMC Member Williams Speaks,unknown,unknown,unknown
30/11/2023 16:45,USD,Chicago PMI,46.0,55.8,44.0
30/11/2023 17:00,USD,Pending Home Sales m/m,-1.9%,-1.5%,1.0%
30/11/2023 17:30,USD,Natural Gas Storage,-8B,10B,-7B
30/11/2023 18:00,GBP,MPC Member Greene Speaks,unknown,unknown,unknown
30/11/2023 07:00,EUR,German Buba President Nagel Speaks,unknown,unknown,unknown
01/12/2023 01:30,JPY,Unemployment Rate,2.6%,2.5%,2.6%
01/12/2023 01:50,JPY,Capital Spending q/y,3.4%,3.4%,4.5%
01/12/2023 02:30,JPY,Final Manufacturing PMI,48.1,48.3,48.1
01/12/2023 03:45,CNY,Caixin Manufacturing PMI,49.6,50.7,49.5
01/12/2023 19:30,AUD,Commodity Prices y/y,unknown,-10.5%,-15.9%
01/12/2023 09:00,GBP,Nationwide HPI m/m,-0.4%,0.2%,0.9%
01/12/2023 09:45,EUR,French Gov Budget Balance,unknown,-177.7B,-186.1B
01/12/2023 10:00,CHF,GDP q/q,0.1%,0.3%,-0.1%
01/12/2023 10:00,USD,FOMC Member Barr Speaks,unknown,unknown,unknown
01/12/2023 10:15,EUR,Spanish Manufacturing PMI,45.6,46.3,45.1
01/12/2023 10:30,CHF,Manufacturing PMI,42.0,42.1,40.6
01/12/2023 10:45,EUR,Italian Manufacturing PMI,45.3,44.4,44.9
01/12/2023 10:50,EUR,French Final Manufacturing PMI,42.6,42.9,42.6
01/12/2023 10:55,EUR,German Final Manufacturing PMI,42.3,42.6,42.3
01/12/2023 11:00,EUR,Final Manufacturing PMI,43.8,44.2,43.8
01/12/2023 11:30,GBP,Final Manufacturing PMI,46.7,47.2,46.7
01/12/2023 13:30,EUR,ECB President Lagarde Speaks,unknown,unknown,unknown
01/12/2023 15:30,CAD,Employment Change,14.2K,24.9K,17.5K
01/12/2023 15:30,CAD,Unemployment Rate,5.8%,5.8%,5.7%
01/12/2023 16:30,CAD,Manufacturing PMI,unknown,47.7,48.6
01/12/2023 16:45,USD,Final Manufacturing PMI,49.4,49.4,49.4
01/12/2023 17:00,USD,ISM Manufacturing PMI,47.9,46.7,46.7
01/12/2023 17:00,USD,ISM Manufacturing Prices,46.1,49.9,45.1
01/12/2023 17:00,USD,Construction Spending m/m,0.4%,0.6%,0.2%
01/12/2023 17:00,USD,FOMC Member Goolsbee Speaks,unknown,unknown,unknown
01/12/2023 00:00,USD,Wards Total Vehicle Sales,15.5M,15.3M,15.5M
01/12/2023 18:00,USD,Fed Chair Powell Speaks,unknown,unknown,unknown
01/12/2023 21:00,USD,Fed Chair Powell Speaks,unknown,unknown,unknown
01/12/2023 21:00,USD,FOMC Member Cook Speaks,unknown,unknown,unknown
03/12/2023 23:45,NZD,Overseas Trade Index q/q,-2.1%,-0.6%,0.3%
04/12/2023 01:50,JPY,Monetary Base y/y,8.9%,8.9%,9.0%
04/12/2023 02:00,AUD,MI Inflation Gauge m/m,unknown,0.3%,-0.1%
04/12/2023 02:30,AUD,ANZ Job Advertisements m/m,unknown,-4.6%,-3.4%
04/12/2023 02:30,AUD,Company Operating Profits q/q,1.2%,-1.3%,-12.1%
04/12/2023 09:00,EUR,German Trade Balance,17.1B,17.8B,16.7B
04/12/2023 09:30,CHF,CPI m/m,0.0%,-0.2%,0.1%
04/12/2023 10:00,EUR,Spanish Unemployment Change,28.1K,-24.6K,36.9K
04/12/2023 11:30,EUR,Sentix Investor Confidence,-15.0,-16.8,-18.6
04/12/2023 13:30,GBP,MPC Member Dhingra Speaks,unknown,unknown,unknown
04/12/2023 16:00,EUR,ECB President Lagarde Speaks,unknown,unknown,unknown
04/12/2023 17:00,USD,Factory Orders m/m,-2.7%,-3.6%,2.3%
05/12/2023 01:30,JPY,Tokyo Core CPI y/y,2.4%,2.3%,2.7%
05/12/2023 02:00,NZD,ANZ Commodity Prices m/m,unknown,-1.3%,2.8%
05/12/2023 02:01,GBP,BRC Retail Sales Monitor y/y,2.5%,2.6%,2.6%
05/12/2023 02:30,AUD,Current Account,3.3B,-0.2B,7.8B
05/12/2023 03:45,CNY,Caixin Services PMI,50.5,51.5,50.4
05/12/2023 05:30,AUD,Cash Rate,4.35%,4.35%,4.35%
05/12/2023 05:30,AUD,RBA Rate Statement,unknown,unknown,unknown
05/12/2023 05:35,JPY,10-y Bond Auction,unknown,0.70|2.8,0.91|3.6
05/12/2023 09:45,EUR,French Industrial Production m/m,0.2%,-0.3%,-0.6%
05/12/2023 10:15,EUR,Spanish Services PMI,51.6,51.0,51.1
05/12/2023 10:45,EUR,Italian Services PMI,48.3,49.5,47.7
05/12/2023 10:50,EUR,French Final Services PMI,45.3,45.4,45.3
05/12/2023 10:55,EUR,German Final Services PMI,48.7,49.6,48.7
05/12/2023 11:00,EUR,Final Services PMI,48.2,48.7,48.2
05/12/2023 11:30,GBP,Final Services PMI,50.5,50.9,50.5
05/12/2023 12:00,EUR,PPI m/m,0.2%,0.2%,0.5%
05/12/2023 16:17,NZD,GDT Price Index,unknown,1.6%,0.0%
05/12/2023 16:45,USD,Final Services PMI,50.8,50.8,50.8
05/12/2023 17:00,USD,ISM Services PMI,52.2,52.7,51.8
05/12/2023 17:00,USD,JOLTS Job Openings,9.31M,8.73M,9.35M
05/12/2023 17:09,USD,RCM/TIPP Economic Optimism,45.2,40.0,44.5
06/12/2023 02:30,AUD,GDP q/q,0.5%,0.2%,0.4%
06/12/2023 09:00,EUR,German Factory Orders m/m,0.2%,-3.7%,0.7%
06/12/2023 11:30,GBP,Construction PMI,46.7,45.5,45.6
06/12/2023 12:00,EUR,Retail Sales m/m,0.2%,0.1%,-0.1%
06/12/2023 12:03,GBP,10-y Bond Auction,unknown,4.09|2.7,4.41|2.9
06/12/2023 12:30,GBP,BOE Financial Stability Report,unknown,unknown,unknown
06/12/2023 12:30,GBP,FPC Meeting Minutes,unknown,unknown,unknown
06/12/2023 12:30,GBP,FPC Statement,unknown,unknown,unknown
06/12/2023 13:00,GBP,BOE Gov Bailey Speaks,unknown,unknown,unknown
06/12/2023 15:15,USD,ADP Non-Farm Employment Change,131K,103K,106K
06/12/2023 15:30,CAD,Labor Productivity q/q,-0.6%,-0.8%,-0.1%
06/12/2023 15:30,CAD,Trade Balance,1.8B,3.0B,1.1B
06/12/2023 15:30,USD,Revised Nonfarm Productivity q/q,4.8%,5.2%,4.7%
06/12/2023 15:30,USD,Revised Unit Labor Costs q/q,-0.9%,-1.2%,-0.8%
06/12/2023 15:30,USD,Trade Balance,-64.1B,-64.3B,-61.2B
06/12/2023 17:00,CAD,BOC Rate Statement,unknown,unknown,unknown
06/12/2023 17:00,CAD,Overnight Rate,5.00%,5.00%,5.00%
06/12/2023 17:00,CAD,Ivey PMI,54.2,54.7,53.4
06/12/2023 17:00,EUR,German Buba President Nagel Speaks,unknown,unknown,unknown
06/12/2023 17:30,USD,Crude Oil Inventories,-1.3M,-4.6M,1.6M
07/12/2023 02:30,AUD,Goods Trade Balance,7.75B,7.13B,6.18B
07/12/2023 05:00,CNY,USD-Denominated Trade Balance,55.0B,68.4B,56.5B
07/12/2023 05:01,CNY,Trade Balance,392B,491B,405B
07/12/2023 05:35,JPY,30-y Bond Auction,unknown,1.62|2.6,1.74|3.6
07/12/2023 19:00,JPY,Leading Indicators,108.2%,108.7%,108.9%
07/12/2023 08:45,CHF,Unemployment Rate,2.1%,2.1%,2.1%
07/12/2023 09:00,EUR,German Industrial Production m/m,0.1%,-0.4%,-1.3%
07/12/2023 09:00,GBP,Halifax HPI m/m,0.3%,0.5%,1.2%
07/12/2023 09:45,EUR,French Trade Balance,-8.5B,-8.6B,-8.9B
07/12/2023 10:00,CHF,Foreign Currency Reserves,unknown,642B,658B
07/12/2023 11:00,EUR,Italian Industrial Production m/m,-0.4%,-0.2%,0.1%
07/12/2023 12:00,EUR,Final Employment Change q/q,0.3%,0.2%,0.3%
07/12/2023 12:00,EUR,Italian Retail Sales m/m,-0.1%,0.4%,-0.4%
07/12/2023 12:00,EUR,Revised GDP q/q,-0.1%,-0.1%,-0.1%
07/12/2023 12:01,EUR,French 10-y Bond Auction,unknown,2.75|3.0,3.32|2.0
07/12/2023 00:00,EUR,Eurogroup Meetings,unknown,unknown,unknown
07/12/2023 14:30,USD,Challenger Job Cuts y/y,unknown,-40.8%,8.8%
07/12/2023 15:30,CAD,Building Permits m/m,1.1%,2.3%,-8.1%
07/12/2023 15:30,USD,Unemployment Claims,221K,220K,219K
07/12/2023 17:00,USD,Final Wholesale Inventories m/m,-0.2%,-0.4%,-0.2%
07/12/2023 17:30,USD,Natural Gas Storage,-110B,-117B,10B
07/12/2023 07:35,CAD,Gov Council Member Gravelle Speaks,unknown,unknown,unknown
07/12/2023 22:00,USD,Consumer Credit m/m,8.3B,5.1B,12.2B
07/12/2023 23:45,NZD,Manufacturing Sales q/q,unknown,-2.8%,-0.8%
08/12/2023 01:30,JPY,Average Cash Earnings y/y,1.0%,1.5%,0.6%
08/12/2023 01:30,JPY,Household Spending y/y,-2.9%,-2.5%,-2.8%
08/12/2023 01:50,JPY,Bank Lending y/y,2.8%,2.8%,2.7%
08/12/2023 01:50,JPY,Current Account,1.85T,2.62T,2.01T
08/12/2023 01:50,JPY,Final GDP Price Index y/y,5.1%,5.3%,5.1%
08/12/2023 01:50,JPY,Final GDP q/q,-0.5%,-0.7%,-0.5%
08/12/2023 19:00,JPY,Economy Watchers Sentiment,49.0,49.5,49.5
08/12/2023 09:00,EUR,German Final CPI m/m,-0.4%,-0.4%,-0.4%
08/12/2023 00:00,EUR,Italian Bank Holiday,unknown,unknown,unknown
08/12/2023 11:30,GBP,Consumer Inflation Expectations,unknown,3.3%,3.6%
08/12/2023 00:00,EUR,ECOFIN Meetings,unknown,unknown,unknown
08/12/2023 15:30,CAD,Capacity Utilization Rate,81.4%,79.7%,79.6%
08/12/2023 15:30,USD,Average Hourly Earnings m/m,0.3%,0.4%,0.2%
08/12/2023 15:30,USD,Non-Farm Employment Change,184K,199K,150K
08/12/2023 15:30,USD,Unemployment Rate,3.9%,3.7%,3.9%
08/12/2023 17:00,USD,Prelim UoM Consumer Sentiment,62.0,69.4,61.3
08/12/2023 17:00,USD,Prelim UoM Inflation Expectations,unknown,3.1%,4.5%
09/12/2023 03:30,CNY,CPI y/y,-0.2%,-0.5%,-0.2%
09/12/2023 03:30,CNY,PPI y/y,-2.8%,-3.0%,-2.6%
11/12/2023 01:50,JPY,BSI Manufacturing Index,5.6,5.7,5.4
11/12/2023 01:50,JPY,M2 Money Stock y/y,2.5%,2.3%,2.4%
11/12/2023 02:01,GBP,Rightmove HPI m/m,unknown,-1.9%,-1.7%
11/12/2023 08:13,JPY,Prelim Machine Tool Orders y/y,unknown,-13.6%,-20.6%
11/12/2023 20:01,USD,10-y Bond Auction,unknown,4.30|2.5,4.52|2.5
11/12/2023 23:45,NZD,Visitor Arrivals m/m,unknown,-8.0%,2.3%
12/12/2023 00:20,AUD,RBA Gov Bullock Speaks,unknown,unknown,unknown
12/12/2023 01:30,AUD,Westpac Consumer Sentiment,unknown,2.7%,-2.6%
12/12/2023 01:50,JPY,PPI y/y,0.1%,0.3%,0.9%
12/12/2023 02:30,AUD,NAB Business Confidence,unknown,-9,-3
12/12/2023 09:00,EUR,German WPI m/m,-0.1%,-0.2%,-0.7%
12/12/2023 09:00,GBP,Claimant Count Change,20.3K,16.0K,8.9K
12/12/2023 09:00,GBP,Average Earnings Index 3m/y,7.7%,7.2%,8.0%
12/12/2023 09:00,GBP,Unemployment Rate,4.2%,4.2%,4.2%
12/12/2023 12:00,EUR,ZEW Economic Sentiment,13.3,23.0,13.8
12/12/2023 12:00,EUR,German ZEW Economic Sentiment,9.6,12.8,9.8
12/12/2023 13:00,USD,NFIB Small Business Index,90.7,90.6,90.7
12/12/2023 15:30,USD,Core CPI m/m,0.3%,0.3%,0.2%
12/12/2023 15:30,USD,CPI m/m,0.0%,0.1%,0.0%
12/12/2023 15:30,USD,CPI y/y,3.1%,3.1%,3.2%
12/12/2023 20:01,USD,30-y Bond Auction,unknown,4.34|2.4,4.77|2.2
12/12/2023 20:58,USD,Federal Budget Balance,-293.5B,-314.0B,-66.6B
12/12/2023 23:45,NZD,Current Account,-12.15B,-11.47B,-4.65B
13/12/2023 01:00,NZD,FPI m/m,unknown,-0.2%,-0.9%
13/12/2023 01:50,JPY,Tankan Manufacturing Index,10,12,unknown
13/12/2023 01:50,JPY,Tankan Non-Manufacturing Index,27,30,27
13/12/2023 02:30,AUD,Mid-Year Economic and Fiscal Outlook,unknown,unknown,unknown
13/12/2023 09:00,GBP,GDP m/m,-0.1%,-0.3%,0.2%
13/12/2023 09:00,GBP,Construction Output m/m,-0.2%,-0.5%,0.4%
13/12/2023 09:00,GBP,Goods Trade Balance,-14.1B,-17.0B,-14.3B
13/12/2023 09:00,GBP,Index of Services 3m/3m,0.2%,0.1%,-0.1%
